,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
13672,238029,6,3,13.89,3,1,1,311,One-timer,CHEAP
13679,238190,72,2,22.36,2,1,1,211,One-timer,TIN
13681,238225,49,3,23.010000000000005,2,1,1,211,One-timer,TIN
13686,238291,4,3,3.39,3,1,1,311,One-timer,CHEAP
13690,238438,65,1,41.92,2,1,1,211,One-timer,TIN
13691,238439,52,2,26.200000000000003,2,1,1,211,One-timer,TIN
13697,238520,27,1,5.260000000000001,3,1,1,311,One-timer,CHEAP
13698,238584,47,3,60.72,2,1,1,211,One-timer,COPPER
13703,238688,6,3,22.33,3,1,1,311,One-timer,TIN
13708,238831,0,1,2.99,3,1,1,311,One-timer,CHEAP
13710,238845,18,2,89.83,3,1,1,311,One-timer,COPPER
13712,238851,63,2,32.72,2,1,1,211,One-timer,TIN
13719,239056,3,3,63.37,3,1,1,311,One-timer,COPPER
13722,239143,46,3,27.1,2,1,1,211,One-timer,TIN
13727,239219,23,3,130.35,3,1,1,311,One-timer,COPPER
13729,239301,43,3,100.11,2,1,1,211,One-timer,COPPER
13730,239317,23,2,76.49000000000001,3,1,1,311,One-timer,COPPER
13731,239323,62,2,15.97,2,1,1,211,One-timer,TIN
13734,239374,4,1,43.089999999999996,3,1,1,311,One-timer,TIN
13742,239652,37,1,8.36,2,1,1,211,One-timer,CHEAP
13750,239831,4,3,41.74,3,1,1,311,One-timer,TIN
13751,239832,50,3,57.730000000000004,2,1,1,211,One-timer,COPPER
13754,239858,68,2,10.2,2,1,1,211,One-timer,CHEAP
13768,240216,46,1,1.35,2,1,1,211,One-timer,CHEAP
13770,240271,60,1,55.739999999999995,2,1,1,211,One-timer,TIN
13771,240288,72,1,8.9,2,1,1,211,One-timer,CHEAP
13774,240366,10,2,15.600000000000001,3,1,1,311,One-timer,CHEAP
13775,240393,45,2,14.45,2,1,1,211,One-timer,CHEAP
13777,240446,58,2,10.69,2,1,1,211,One-timer,CHEAP
13779,240492,6,3,698.96,3,1,2,312,One-timer,COPPER
13786,240649,52,3,27.240000000000002,2,1,1,211,One-timer,TIN
13789,240776,19,1,19.99,3,1,1,311,One-timer,TIN
13793,240858,51,2,5.4,2,1,1,211,One-timer,CHEAP
13801,240998,59,1,929.0,2,1,2,212,One-timer,COPPER
13802,241024,35,3,65.8,2,1,1,211,One-timer,COPPER
13807,241142,58,2,15.0,2,1,1,211,One-timer,CHEAP
13808,241147,53,3,71.14,2,1,1,211,One-timer,COPPER
13810,241198,30,2,53.1,3,1,1,311,One-timer,TIN
13814,241270,67,1,12.97,2,1,1,211,One-timer,CHEAP
13816,241343,66,2,13.35,2,1,1,211,One-timer,CHEAP
13817,241358,4,2,49.980000000000004,3,1,1,311,One-timer,TIN
13827,241507,21,1,20.98,3,1,1,311,One-timer,TIN
13828,241547,35,2,11.47,2,1,1,211,One-timer,CHEAP
13839,241865,57,3,112.21,2,1,1,211,One-timer,COPPER
13842,241949,49,1,2.85,2,1,1,211,One-timer,CHEAP
13850,242063,21,3,55.03,3,1,1,311,One-timer,TIN
13852,242100,13,3,3.4,3,1,1,311,One-timer,CHEAP
13857,242230,44,2,18.979999999999997,2,1,1,211,One-timer,TIN
13858,242265,52,3,45.6,2,1,1,211,One-timer,TIN
13859,242345,45,3,9.3,2,1,1,211,One-timer,CHEAP
13861,242380,19,2,6.9,3,1,1,311,One-timer,CHEAP
13869,242586,53,2,11.18,2,1,1,211,One-timer,CHEAP
13874,242658,31,2,756.99,3,1,2,312,One-timer,COPPER
13878,242761,18,2,16.03,3,1,1,311,One-timer,TIN
13882,242878,72,2,22.330000000000002,2,1,1,211,One-timer,TIN
13886,242995,53,3,31.689999999999998,2,1,1,211,One-timer,TIN
13887,243004,11,2,149.1,3,1,1,311,One-timer,COPPER
13888,243023,32,1,11.8,3,1,1,311,One-timer,CHEAP
13895,243045,59,3,785.6,2,1,2,212,One-timer,COPPER
13897,243085,72,1,3.6399999999999997,2,1,1,211,One-timer,CHEAP
13899,243103,43,3,78.44999999999999,2,1,1,211,One-timer,COPPER
13900,243123,35,2,138.48999999999998,2,1,1,211,One-timer,COPPER
13901,243143,21,3,695.18,3,1,2,312,One-timer,COPPER
13902,243151,4,2,144.89000000000001,3,1,1,311,One-timer,COPPER
13903,243210,3,3,27.17,3,1,1,311,One-timer,TIN
13905,243274,6,1,82.75,3,1,1,311,One-timer,COPPER
13907,243345,5,3,47.230000000000004,3,1,1,311,One-timer,TIN
13912,243423,11,3,274.63,3,1,1,311,One-timer,COPPER
13914,243443,65,3,39.07,2,1,1,211,One-timer,TIN
13915,243470,45,1,42.989999999999995,2,1,1,211,One-timer,TIN
13918,243533,59,2,34.26,2,1,1,211,One-timer,TIN
13924,243621,51,1,4.5,2,1,1,211,One-timer,CHEAP
13926,243633,72,1,33.8,2,1,1,211,One-timer,TIN
13929,243748,51,2,2.5,2,1,1,211,One-timer,CHEAP
13930,243772,32,3,59.77,3,1,1,311,One-timer,COPPER
13931,243787,72,2,12.44,2,1,1,211,One-timer,CHEAP
13932,243868,58,2,51.58,2,1,1,211,One-timer,TIN
13936,243940,6,2,40.910000000000004,3,1,1,311,One-timer,TIN
13938,243954,31,2,7.98,3,1,1,311,One-timer,CHEAP
13939,244017,65,3,12.850000000000001,2,1,1,211,One-timer,CHEAP
13942,244064,10,1,3.63,3,1,1,311,One-timer,CHEAP
13948,244120,27,2,24.869999999999997,3,1,1,311,One-timer,TIN
13949,244139,28,3,1122.8899999999999,3,1,2,312,One-timer,COPPER
13955,244343,51,3,19.01,2,1,1,211,One-timer,TIN
13964,244508,65,2,18.830000000000002,2,1,1,211,One-timer,TIN
13971,244731,72,2,3.9400000000000004,2,1,1,211,One-timer,CHEAP
13984,245020,61,3,198.74,2,1,1,211,One-timer,COPPER
13985,245026,13,1,5.25,3,1,1,311,One-timer,CHEAP
13987,245070,0,2,10.9,3,1,1,311,One-timer,CHEAP
13990,245147,39,2,28.939999999999998,2,1,1,211,One-timer,TIN
13994,245260,51,3,35.79,2,1,1,211,One-timer,TIN
13996,245304,57,1,19.96,2,1,1,211,One-timer,TIN
13999,245370,59,1,9.3,2,1,1,211,One-timer,CHEAP
14000,245387,11,1,30.5,3,1,1,311,One-timer,TIN
14004,245448,30,1,3.98,3,1,1,311,One-timer,CHEAP
14007,245521,69,2,8.850000000000001,2,1,1,211,One-timer,CHEAP
14009,245555,7,3,464.62,3,1,2,312,One-timer,COPPER
14011,245619,21,3,146.23000000000002,3,1,1,311,One-timer,COPPER
14013,245730,63,3,19.189999999999998,2,1,1,211,One-timer,TIN
14014,245764,60,1,25.45,2,1,1,211,One-timer,TIN
14015,245772,6,2,75.58,3,1,1,311,One-timer,COPPER
14021,245895,43,2,429.59,2,1,1,211,One-timer,COPPER
14026,246016,52,3,39.9,2,1,1,211,One-timer,TIN
14032,246145,57,3,121.41000000000001,2,1,1,211,One-timer,COPPER
14033,246188,23,2,52.37,3,1,1,311,One-timer,TIN
14036,246288,1,2,51.85,3,1,1,311,One-timer,TIN
14044,246552,22,1,17.3,3,1,1,311,One-timer,TIN
14050,246665,63,2,10.26,2,1,1,211,One-timer,CHEAP
14056,246724,27,3,30.689999999999998,3,1,1,311,One-timer,TIN
14057,246758,7,3,85.94999999999999,3,1,1,311,One-timer,COPPER
14067,247008,28,2,187.14999999999998,3,1,1,311,One-timer,COPPER
14070,247097,25,3,16.08,3,1,1,311,One-timer,TIN
14072,247159,25,2,57.099999999999994,3,1,1,311,One-timer,TIN
14077,247248,1,3,53.39,3,1,1,311,One-timer,TIN
14082,247382,65,2,7.61,2,1,1,211,One-timer,CHEAP
14086,247490,74,1,7.1,2,1,1,211,One-timer,CHEAP
14087,247513,26,1,6.66,3,1,1,311,One-timer,CHEAP
14091,247600,5,2,4.25,3,1,1,311,One-timer,CHEAP
14094,247690,30,2,4.4,3,1,1,311,One-timer,CHEAP
14095,247704,4,1,34.3,3,1,1,311,One-timer,TIN
14098,247769,60,2,74.44,2,1,1,211,One-timer,COPPER
14100,247789,43,3,178.94,2,1,1,211,One-timer,COPPER
14106,247935,26,3,183.45,3,1,1,311,One-timer,COPPER
14107,247947,46,2,3.3,2,1,1,211,One-timer,CHEAP
14108,248034,54,2,35.1,2,1,1,211,One-timer,TIN
14109,248039,5,3,106.27999999999999,3,1,1,311,One-timer,COPPER
14111,248051,27,2,14.59,3,1,1,311,One-timer,CHEAP
14113,248107,0,3,92.94,3,1,1,311,One-timer,COPPER
14119,248318,7,1,18.8,3,1,1,311,One-timer,TIN
14122,248421,5,3,29.03,3,1,1,311,One-timer,TIN
14132,248706,40,3,19.04,2,1,1,211,One-timer,TIN
14133,248712,31,3,25.12,3,1,1,311,One-timer,TIN
14136,248841,34,1,5.85,3,1,1,311,One-timer,CHEAP
14139,248884,46,3,13.0,2,1,1,211,One-timer,CHEAP
14147,249120,55,2,8.7,2,1,1,211,One-timer,CHEAP
14155,249381,70,1,20.45,2,1,1,211,One-timer,TIN
14156,249390,67,3,11.39,2,1,1,211,One-timer,CHEAP
14160,249481,72,3,11.489999999999998,2,1,1,211,One-timer,CHEAP
14163,249503,31,3,39.79,3,1,1,311,One-timer,TIN
14165,249576,72,3,170.32999999999998,2,1,1,211,One-timer,COPPER
14167,249598,27,3,12.600000000000001,3,1,1,311,One-timer,CHEAP
14168,249614,0,3,48.440000000000005,3,1,1,311,One-timer,TIN
14180,249866,51,2,26.730000000000004,2,1,1,211,One-timer,TIN
14190,250094,23,1,5.99,3,1,1,311,One-timer,CHEAP
14193,250177,31,3,17.130000000000003,3,1,1,311,One-timer,TIN
14197,250241,31,3,154.9,3,1,1,311,One-timer,COPPER
14204,250393,67,2,42.48,2,1,1,211,One-timer,TIN
14211,250509,30,1,41.19,3,1,1,311,One-timer,TIN
14212,250561,21,2,151.0,3,1,1,311,One-timer,COPPER
14214,250583,32,1,12.690000000000001,3,1,1,311,One-timer,CHEAP
14215,250630,67,3,26.17,2,1,1,211,One-timer,TIN
14219,250732,47,3,328.38,2,1,1,211,One-timer,COPPER
14225,250927,68,3,37.43,2,1,1,211,One-timer,TIN
14228,250985,49,3,206.59,2,1,1,211,One-timer,COPPER
14233,251037,24,2,328.5,3,1,1,311,One-timer,COPPER
14236,251057,21,3,334.60999999999996,3,1,1,311,One-timer,COPPER
14237,251064,4,1,17.15,3,1,1,311,One-timer,TIN
14240,251148,0,3,37.17,3,1,1,311,One-timer,TIN
14243,251287,23,2,49.120000000000005,3,1,1,311,One-timer,TIN
14247,251401,32,2,80.78,3,1,1,311,One-timer,COPPER
14253,251475,7,2,61.81999999999999,3,1,1,311,One-timer,COPPER
14254,251481,37,3,29.05,2,1,1,211,One-timer,TIN
14258,251562,50,2,36.2,2,1,1,211,One-timer,TIN
14263,251618,60,3,29.5,2,1,1,211,One-timer,TIN
14265,251670,23,1,9.9,3,1,1,311,One-timer,CHEAP
14273,251809,28,2,4.460000000000001,3,1,1,311,One-timer,CHEAP
14277,251922,24,2,303.84000000000003,3,1,1,311,One-timer,COPPER
14279,252036,10,3,25.23,3,1,1,311,One-timer,TIN
14294,252435,0,3,118.00999999999999,3,1,1,311,One-timer,COPPER
14295,252442,23,2,16.75,3,1,1,311,One-timer,TIN
14299,252590,37,3,57.660000000000004,2,1,1,211,One-timer,COPPER
14302,252725,3,3,19.29,3,1,1,311,One-timer,TIN
14305,252749,31,1,43.52,3,1,1,311,One-timer,TIN
14309,252796,60,3,49.74,2,1,1,211,One-timer,TIN
14310,252799,30,1,68.7,3,1,1,311,One-timer,COPPER
14313,252830,23,3,27.020000000000003,3,1,1,311,One-timer,TIN
14314,252850,66,3,124.56,2,1,1,211,One-timer,COPPER
14317,252915,73,1,2.99,2,1,1,211,One-timer,CHEAP
14323,253077,22,3,69.95,3,1,1,311,One-timer,COPPER
14325,253113,51,1,4.9,2,1,1,211,One-timer,CHEAP
14327,253146,51,1,14.49,2,1,1,211,One-timer,CHEAP
14329,253172,12,2,17.52,3,1,1,311,One-timer,TIN
14330,253198,37,2,26.12,2,1,1,211,One-timer,TIN
14333,253308,29,2,260.45,3,1,1,311,One-timer,COPPER
14334,253310,31,2,26.55,3,1,1,311,One-timer,TIN
14335,253334,13,3,17.99,3,1,1,311,One-timer,TIN
14336,253386,27,2,6.890000000000001,3,1,1,311,One-timer,CHEAP
14337,253407,40,3,16.17,2,1,1,211,One-timer,TIN
14339,253419,0,2,72.87,3,1,1,311,One-timer,COPPER
14345,253578,4,1,22.35,3,1,1,311,One-timer,TIN
14351,253653,33,1,3.65,3,1,1,311,One-timer,CHEAP
14356,253766,54,2,15.68,2,1,1,211,One-timer,CHEAP
14359,253854,28,3,21.240000000000002,3,1,1,311,One-timer,TIN
14360,253866,65,3,79.72,2,1,1,211,One-timer,COPPER
14364,253970,19,1,13.100000000000001,3,1,1,311,One-timer,CHEAP
14366,254019,36,2,21.299999999999997,2,1,1,211,One-timer,TIN
14371,254099,46,1,5.4,2,1,1,211,One-timer,CHEAP
14381,254267,43,3,31.229999999999997,2,1,1,211,One-timer,TIN
14385,254329,72,2,136.45000000000002,2,1,1,211,One-timer,COPPER
14401,254642,37,2,62.74,2,1,1,211,One-timer,COPPER
14405,254773,66,1,9.9,2,1,1,211,One-timer,CHEAP
14407,254826,40,3,25.81,2,1,1,211,One-timer,TIN
14410,254896,26,2,46.790000000000006,3,1,1,311,One-timer,TIN
14417,255054,10,1,4.17,3,1,1,311,One-timer,CHEAP
14419,255061,21,3,77.55,3,1,1,311,One-timer,COPPER
14421,255069,59,3,726.6800000000001,2,1,2,212,One-timer,COPPER
14424,255120,40,1,5.93,2,1,1,211,One-timer,CHEAP
14426,255164,0,3,29.92,3,1,1,311,One-timer,TIN
14428,255185,30,2,19.189999999999998,3,1,1,311,One-timer,TIN
14429,255192,57,2,33.39,2,1,1,211,One-timer,TIN
14430,255193,6,2,8.89,3,1,1,311,One-timer,CHEAP
14433,255316,74,3,24.340000000000003,2,1,1,211,One-timer,TIN
14439,255347,4,2,23.25,3,1,1,311,One-timer,TIN
14443,255456,52,2,26.310000000000002,2,1,1,211,One-timer,TIN
14446,255521,46,3,351.41,2,1,1,211,One-timer,COPPER
14452,255641,37,2,22.19,2,1,1,211,One-timer,TIN
14454,255704,52,2,32.260000000000005,2,1,1,211,One-timer,TIN
14455,255705,30,3,95.95000000000002,3,1,1,311,One-timer,COPPER
14457,255739,24,1,47.980000000000004,3,1,1,311,One-timer,TIN
14471,255971,23,2,9.48,3,1,1,311,One-timer,CHEAP
14472,255999,67,2,78.0,2,1,1,211,One-timer,COPPER
14479,256101,5,3,34.83,3,1,1,311,One-timer,TIN
14480,256103,34,2,22.990000000000002,3,1,1,311,One-timer,TIN
14482,256159,69,1,46.99,2,1,1,211,One-timer,TIN
14483,256192,25,1,1.66,3,1,1,311,One-timer,CHEAP
14493,256475,5,3,43.81,3,1,1,311,One-timer,TIN
14503,256609,11,2,36.8,3,1,1,311,One-timer,TIN
14505,256713,51,1,5.25,2,1,1,211,One-timer,CHEAP
14517,256934,65,3,32.54,2,1,1,211,One-timer,TIN
14518,256939,52,2,62.35,2,1,1,211,One-timer,COPPER
14526,257151,58,2,1405.9,2,1,2,212,One-timer,COPPER
14528,257177,45,1,50.4,2,1,1,211,One-timer,TIN
14536,257342,59,2,31.56,2,1,1,211,One-timer,TIN
14537,257369,13,1,16.99,3,1,1,311,One-timer,TIN
14542,257448,10,3,217.68,3,1,1,311,One-timer,COPPER
14547,257489,8,3,82.37,3,1,1,311,One-timer,COPPER
14554,257670,53,2,17.32,2,1,1,211,One-timer,TIN
14556,257697,37,3,17.04,2,1,1,211,One-timer,TIN
14557,257706,54,1,1343.43,2,1,2,212,One-timer,COPPER
14565,257865,31,3,73.88,3,1,1,311,One-timer,COPPER
14566,257899,44,2,9.9,2,1,1,211,One-timer,CHEAP
14571,257938,18,2,29.77,3,1,1,311,One-timer,TIN
14573,257948,50,2,83.7,2,1,1,211,One-timer,COPPER
14574,257959,44,1,2.95,2,1,1,211,One-timer,CHEAP
14575,257961,55,3,7.79,2,1,1,211,One-timer,CHEAP
14581,258056,44,1,4.19,2,1,1,211,One-timer,CHEAP
14584,258116,10,2,32.94,3,1,1,311,One-timer,TIN
14585,258134,5,2,49.7,3,1,1,311,One-timer,TIN
14589,258252,73,2,27.880000000000003,2,1,1,211,One-timer,TIN
14590,258257,42,3,3.8000000000000007,2,1,1,211,One-timer,CHEAP
14593,258344,12,1,16.99,3,1,1,311,One-timer,TIN
14595,258384,30,2,12.07,3,1,1,311,One-timer,CHEAP
14597,258443,4,1,18.259999999999998,3,1,1,311,One-timer,TIN
14602,258586,24,2,13.8,3,1,1,311,One-timer,CHEAP
14604,258599,10,3,15.79,3,1,1,311,One-timer,CHEAP
14605,258608,41,1,56.45,2,1,1,211,One-timer,TIN
14608,258691,0,2,924.1099999999999,3,1,2,312,One-timer,COPPER
14609,258713,20,1,6.199999999999999,3,1,1,311,One-timer,CHEAP
14614,258898,58,3,132.09999999999997,2,1,1,211,One-timer,COPPER
14615,258948,13,3,19.52,3,1,1,311,One-timer,TIN
14617,258972,37,2,72.19,2,1,1,211,One-timer,COPPER
14619,259035,26,1,2.6,3,1,1,311,One-timer,CHEAP
14620,259057,12,3,52.879999999999995,3,1,1,311,One-timer,TIN
14626,259128,4,3,54.81,3,1,1,311,One-timer,TIN
14630,259232,59,3,24.689999999999998,2,1,1,211,One-timer,TIN
14633,259318,6,2,17.9,3,1,1,311,One-timer,TIN
14634,259344,11,3,52.63,3,1,1,311,One-timer,TIN
14636,259381,52,1,6.1000000000000005,2,1,1,211,One-timer,CHEAP
14637,259403,24,2,28.889999999999997,3,1,1,311,One-timer,TIN
14638,259439,57,1,7.69,2,1,1,211,One-timer,CHEAP
14653,260126,69,2,5.1,2,1,1,211,One-timer,CHEAP
14655,260155,41,1,2.5,2,1,1,211,One-timer,CHEAP
14659,260186,59,1,12.9,2,1,1,211,One-timer,CHEAP
14661,260218,56,1,5.9,2,1,1,211,One-timer,CHEAP
14662,260232,51,3,20.79,2,1,1,211,One-timer,TIN
14663,260292,3,3,53.760000000000005,3,1,1,311,One-timer,TIN
14664,260320,37,3,33.28,2,1,1,211,One-timer,TIN
14670,260426,39,3,36.480000000000004,2,1,1,211,One-timer,TIN
14675,260601,55,2,12.149999999999999,2,1,1,211,One-timer,CHEAP
14679,260676,39,2,15.2,2,1,1,211,One-timer,CHEAP
14683,260768,56,3,712.23,2,1,2,212,One-timer,COPPER
14684,260789,29,3,33.8,3,1,1,311,One-timer,TIN
14685,260793,4,2,6.25,3,1,1,311,One-timer,CHEAP
14689,260838,54,2,149.6,2,1,1,211,One-timer,COPPER
14690,260891,73,1,5.49,2,1,1,211,One-timer,CHEAP
14693,260910,37,2,36.64,2,1,1,211,One-timer,TIN
14695,260936,19,1,11.95,3,1,1,311,One-timer,CHEAP
14697,260955,39,3,47.68000000000001,2,1,1,211,One-timer,TIN
14700,260989,29,1,443.76,3,1,1,311,One-timer,COPPER
14702,261009,73,1,4.08,2,1,1,211,One-timer,CHEAP
14706,261182,63,2,44.89,2,1,1,211,One-timer,TIN
14712,261316,74,1,0.2,2,1,1,211,One-timer,CHEAP
14713,261339,36,2,51.88000000000001,2,1,1,211,One-timer,TIN
14714,261342,6,3,128.48,3,1,1,311,One-timer,COPPER
14715,261343,64,2,74.64,2,1,1,211,One-timer,COPPER
14716,261375,57,2,48.11,2,1,1,211,One-timer,TIN
14717,261377,37,2,140.42000000000002,2,1,1,211,One-timer,COPPER
14724,261588,30,2,10.98,3,1,1,311,One-timer,CHEAP
14725,261623,59,1,1.99,2,1,1,211,One-timer,CHEAP
14726,261655,60,1,25.8,2,1,1,211,One-timer,TIN
14730,261721,3,3,29.64,3,1,1,311,One-timer,TIN
14734,261783,1,1,8.97,3,1,1,311,One-timer,CHEAP
14736,261843,58,1,18.720000000000002,2,1,1,211,One-timer,TIN
14737,261861,70,1,51.78,2,1,1,211,One-timer,TIN
14744,261982,32,3,365.72999999999996,3,1,1,311,One-timer,COPPER
14747,262068,72,1,12.58,2,1,1,211,One-timer,CHEAP
14751,262216,36,1,20.97,2,1,1,211,One-timer,TIN
14758,262481,48,2,3.0500000000000003,2,1,1,211,One-timer,CHEAP
14761,262555,20,2,48.800000000000004,3,1,1,311,One-timer,TIN
14773,262821,31,2,44.55,3,1,1,311,One-timer,TIN
14777,262885,25,2,25.880000000000003,3,1,1,311,One-timer,TIN
14778,262896,52,1,12.89,2,1,1,211,One-timer,CHEAP
14780,262928,29,2,2.6,3,1,1,311,One-timer,CHEAP
14781,262953,35,2,12.49,2,1,1,211,One-timer,CHEAP
14783,263002,18,3,21.029999999999998,3,1,1,311,One-timer,TIN
14785,263050,25,3,32.980000000000004,3,1,1,311,One-timer,TIN
14786,263051,73,3,39.33,2,1,1,211,One-timer,TIN
14788,263080,27,1,25.5,3,1,1,311,One-timer,TIN
14797,263243,58,1,1.95,2,1,1,211,One-timer,CHEAP
14799,263265,70,2,4.18,2,1,1,211,One-timer,CHEAP
14800,263270,5,1,5.35,3,1,1,311,One-timer,CHEAP
14809,263508,59,3,26.85,2,1,1,211,One-timer,TIN
14811,263605,31,2,7.15,3,1,1,311,One-timer,CHEAP
14815,263735,36,2,60.16,2,1,1,211,One-timer,COPPER
14825,264142,5,3,53.68,3,1,1,311,One-timer,TIN
14829,264271,7,2,10.25,3,1,1,311,One-timer,CHEAP
14834,264444,53,2,162.0,2,1,1,211,One-timer,COPPER
14840,264555,57,2,29.770000000000003,2,1,1,211,One-timer,TIN
14844,264632,42,2,50.699999999999996,2,1,1,211,One-timer,TIN
14848,264749,7,3,26.080000000000002,3,1,1,311,One-timer,TIN
14849,264751,45,2,437.79999999999995,2,1,1,211,One-timer,COPPER
14855,264814,73,3,24.19,2,1,1,211,One-timer,TIN
14859,264876,44,2,27.72,2,1,1,211,One-timer,TIN
14860,264967,3,3,87.4,3,1,1,311,One-timer,COPPER
14861,264998,74,2,6.75,2,1,1,211,One-timer,CHEAP
14866,265116,54,2,9.94,2,1,1,211,One-timer,CHEAP
14867,265124,70,3,397.79,2,1,1,211,One-timer,COPPER
14870,265151,18,1,23.299999999999997,3,1,1,311,One-timer,TIN
14874,265217,4,1,3.25,3,1,1,311,One-timer,CHEAP
14875,265218,7,2,79.53,3,1,1,311,One-timer,COPPER
14876,265229,52,3,47.010000000000005,2,1,1,211,One-timer,TIN
14886,265386,66,2,28.39,2,1,1,211,One-timer,TIN
14887,265387,66,2,16.5,2,1,1,211,One-timer,TIN
14889,265430,44,2,19.73,2,1,1,211,One-timer,TIN
14899,265643,70,1,9.799999999999999,2,1,1,211,One-timer,CHEAP
14901,265667,19,1,19.87,3,1,1,311,One-timer,TIN
14902,265688,20,1,31.89,3,1,1,311,One-timer,TIN
14903,265772,11,3,103.27,3,1,1,311,One-timer,COPPER
14905,265828,51,3,132.62,2,1,1,211,One-timer,COPPER
14909,265854,70,2,22.950000000000003,2,1,1,211,One-timer,TIN
14910,265869,3,3,101.63,3,1,1,311,One-timer,COPPER
14914,265900,55,2,99.74000000000001,2,1,1,211,One-timer,COPPER
14918,266011,0,2,38.300000000000004,3,1,1,311,One-timer,TIN
14920,266060,7,2,54.45,3,1,1,311,One-timer,TIN
14921,266064,6,3,25.810000000000002,3,1,1,311,One-timer,TIN
14923,266136,31,2,5.19,3,1,1,311,One-timer,CHEAP
14927,266159,55,2,13.44,2,1,1,211,One-timer,CHEAP
14932,266190,58,1,3.99,2,1,1,211,One-timer,CHEAP
14933,266204,1,3,25.09,3,1,1,311,One-timer,TIN
14934,266212,58,3,259.1,2,1,1,211,One-timer,COPPER
14935,266224,26,1,16.14,3,1,1,311,One-timer,TIN
14936,266267,1,2,126.72,3,1,1,311,One-timer,COPPER
14940,266337,44,1,5.35,2,1,1,211,One-timer,CHEAP
14942,266347,42,2,105.95,2,1,1,211,One-timer,COPPER
14943,266366,22,3,18.740000000000002,3,1,1,311,One-timer,TIN
14944,266431,74,2,22.689999999999998,2,1,1,211,One-timer,TIN
14947,266478,71,2,72.45,2,1,1,211,One-timer,COPPER
14950,266502,10,3,11.65,3,1,1,311,One-timer,CHEAP
14951,266516,49,3,48.94,2,1,1,211,One-timer,TIN
14953,266520,54,2,0.20000000000000018,2,1,1,211,One-timer,CHEAP
14954,266525,64,1,93.12,2,1,1,211,One-timer,COPPER
14955,266539,44,3,134.0,2,1,1,211,One-timer,COPPER
14956,266631,36,3,66.08,2,1,1,211,One-timer,COPPER
14960,266684,11,1,6.55,3,1,1,311,One-timer,CHEAP
14966,266773,5,3,16.229999999999997,3,1,1,311,One-timer,TIN
14970,266816,18,3,25.689999999999998,3,1,1,311,One-timer,TIN
14978,266910,31,2,14.0,3,1,1,311,One-timer,CHEAP
14982,266974,18,3,168.0,3,1,1,311,One-timer,COPPER
14988,267047,41,2,55.47,2,1,1,211,One-timer,TIN
14995,267199,72,1,26.0,2,1,1,211,One-timer,TIN
14999,267287,24,1,18.4,3,1,1,311,One-timer,TIN
15004,267450,64,3,15.879999999999999,2,1,1,211,One-timer,CHEAP
15006,267454,1,2,64.65,3,1,1,311,One-timer,COPPER
15008,267511,51,2,67.75,2,1,1,211,One-timer,COPPER
15011,267537,58,3,88.02000000000001,2,1,1,211,One-timer,COPPER
15012,267548,40,2,26.39,2,1,1,211,One-timer,TIN
15013,267550,74,3,634.6199999999999,2,1,2,212,One-timer,COPPER
15016,267570,65,3,90.92,2,1,1,211,One-timer,COPPER
15021,267624,44,2,35.59,2,1,1,211,One-timer,TIN
15024,267701,67,2,13.440000000000001,2,1,1,211,One-timer,CHEAP
15026,267821,52,1,80.86,2,1,1,211,One-timer,COPPER
15033,267955,33,3,95.26,3,1,1,311,One-timer,COPPER
15038,268146,27,1,5.5,3,1,1,311,One-timer,CHEAP
15039,268162,25,3,26.009999999999998,3,1,1,311,One-timer,TIN
15043,268290,45,2,2.8,2,1,1,211,One-timer,CHEAP
15044,268292,28,2,15.790000000000001,3,1,1,311,One-timer,CHEAP
15047,268342,18,1,3.0,3,1,1,311,One-timer,CHEAP
15052,268491,36,3,31.330000000000002,2,1,1,211,One-timer,TIN
15053,268503,26,2,6.77,3,1,1,311,One-timer,CHEAP
15060,268617,22,3,50.3,3,1,1,311,One-timer,TIN
15077,269063,29,3,72.69000000000001,3,1,1,311,One-timer,COPPER
15078,269070,26,1,61.57000000000001,3,1,1,311,One-timer,COPPER
15081,269089,66,1,15.98,2,1,1,211,One-timer,TIN
15083,269117,7,2,4.34,3,1,1,311,One-timer,CHEAP
15084,269154,42,2,39.34,2,1,1,211,One-timer,TIN
15085,269168,31,1,9.9,3,1,1,311,One-timer,CHEAP
15092,269344,72,1,14.4,2,1,1,211,One-timer,CHEAP
15093,269368,70,2,201.93,2,1,1,211,One-timer,COPPER
15095,269399,72,3,49.27,2,1,1,211,One-timer,TIN
15097,269435,18,3,144.3,3,1,1,311,One-timer,COPPER
15109,269736,1,1,2.0,3,1,1,311,One-timer,CHEAP
15111,269759,50,1,164.85,2,1,1,211,One-timer,COPPER
15112,269806,31,1,14.790000000000001,3,1,1,311,One-timer,CHEAP
15116,269913,25,2,60.99,3,1,1,311,One-timer,COPPER
15118,269974,50,2,93.78999999999999,2,1,1,211,One-timer,COPPER
15122,270056,43,3,4.48,2,1,1,211,One-timer,CHEAP
15126,270119,47,2,42.22,2,1,1,211,One-timer,TIN
15128,270127,21,1,10.600000000000001,3,1,1,311,One-timer,CHEAP
15130,270150,46,3,26.44,2,1,1,211,One-timer,TIN
15133,270199,52,1,2.95,2,1,1,211,One-timer,CHEAP
15139,270294,65,1,14.95,2,1,1,211,One-timer,CHEAP
15142,270321,51,2,51.36,2,1,1,211,One-timer,TIN
